hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,M,MT,Mur,F,C,CT,CTM,CTC,G,GT,GTM,GTC,GTG,GTH,D,DT,DN,Hew,N,Tu,Sim,5,5D,5H,4,3,2,1,0,sMa,sHu,sMur,sCT,sGT,sHew,s5,s5D,s5H,s4,W,WO,B,Sy,Fel,CoH,CoU,CoA,CoL,xMT,xC,xN,xDT,O,Un,BL,Bg,T100,P600,P500
2484,"Burnbank Fell","34B",2462,"W,B","475","1558","NY110209","NY 11002 20953","NY 1111 2065","456","19","metal post at fence corner","metal fence post is W & B; cairn 5m W is as high","Abney level","2010-06-28","","89","4S 303","311000","520954","54.575943","-3.37834","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,"Lingmoor Fell [Lingmoor Fell - Brown How]","34B",,"Ma,4,W,B","469","1539","NY302046","NY 30273 04604","NY288051","224","245","rock 2m N of cairn","this is SE summit","","2009-06-08","","90","6N 7N","330272","504605","54.432067","-3.07641","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,"Barf","34A",2345,"4,W,B","469","1539","NY214267","NY 21464 26739","NY212268","431","38","shattered cairn on rock","","obvious summit","2011-10-17","","89 90","4S","321463","526740","54.629665","-3.218084","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,"Raven Crag","34B",2396,"4,W,B","461","1512","NY303187","NY 30340 18755","NY300182","417","44","cairn on rock","","Abney level","2010-08-23","","90","4S 5S","330339","518756","54.559231","-3.07872","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,"Barrow","34B",2372,"4,W,B","455","1493","NY227218","NY 22708 21820","NY222216","384","71","no feature 5m NNE of small cairn","","Abney level","2011-10-17","","89 90","4S","322707","521821","54.58566","-3.19752","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,"Graystones","34A",2345,"W","452","1483","NY176266","NY 17616 26621","NY177266","441","11","small cairn on rocky outcrop","this is Wainwright summit; small cairn on rocky outcrop at NY 17760 26495 is hill 3713 the Birkett summit","obvious summit","2007-12-22","Birkett is hill 3713","89 90","4S","317615","526622","54.627991","-3.277642","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,"Catbells","34B",2400,"4,W,B","451","1480","NY244198","NY 24409 19862","NY244191","364","87","small cairn","","obvious summit","2011-10-17","","89 90","4S","324408","519863","54.568325","-3.170701","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,"Great Crag (Stonethwaite)","34B",2396,"4,W,B","449","1473","NY270146","NY 27001 14685","NY272147","417","32","cairn","this is S top (Wainwright summit); top (two cairns) 80m N (Birkett) at NY 26998 14766 is 50cm lower","Abney level","2011-10-17","","89 90","4S","327000","514686","54.522189","-3.129333","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,"Murton Fell [Knock Murton]","34B",2462,"Hu,4,sMa,B","447","1467","NY094190","NY 09485 19079","NY098188","307","140","no feature: 2m from small narrow cairn","ground 50m SE at NY 09506 19037 may be as high; large cairn 20m WSW at NY 09469 19076 is lower","","2014-02-14","","89","4S 303","309483","519080","54.558837","-3.401223","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,"Low Fell","34B",,"Ma,4,W,B","423","1388","NY137226","NY 13732 22616","NY105237","153","270","ground by small cairn","about 8m higher than S top (hill 3780 Loweswater Fell)","Abney level","2001-10-28","An alternative location for the Wainwright is the south top at NY136223 (412m)","89","4S 303","313731","522617","54.591358","-3.336608","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,"Gibson Knott","34B",2396,"W,B","420","1378","NY316100","NY 31690 10036","NY315101","410","10","cairn on rocky outcrop","Wainwright summit; cairn 200m SE at NY 31855 09924 is about 2m higher","Abney level","2008-11-10","Cairn at NY 3186 0992 may be higher but it is not Wainwright's summit","90","5S 7N","331689","510037","54.48107","-3.055825","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,"Fellbarrow - Mosser Fell","34B",2493,"4,W,B","416","1365","NY132242","NY 13222 24247","NY133239","367","49","trig point 5m W of cairn","trig point is Wainwright & Birkett; highest point is 20m SE of trig point at NY 13240 24235 and is 15cm higher","Abney level","2010-03-28","","89","4S 303","313221","524248","54.605924","-3.344981","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,"Grange Fell [Brund Fell]","34B",2396,"4,W,B","416","1365","NY264162","NY 26468 16275","NY267170","378","38","cairn on rock tor","rock tor 70m SW at NY 26412 16240 is 1m - 2m lower","Abney level","2014-02-14","","89 90","4S","326467","516276","54.536399","-3.137963","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,"Buckbarrow","34B",2427,"W,B","423","1388","NY135061","NY 13570 06124","NY135061","419","4","cairn","","obvious summit","2010-05-06","","89","6N 303","313568","506125","54.443156","-3.334275","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,"Helm Crag","34B",2396,"4,W,B","405","1329","NY326093","NY 32652 09348","NY324095","335","70","top of rock tor known as 'Howitzer'","","obvious summit","2010-03-28","","90","5S 7N","332651","509349","54.475017","-3.040823","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2499,"Silver How","34B",2396,"W,B","395","1296","NY324066","NY 32478 06645","NY321065","367","28","cairn","other knolls in vicinity are lower","Abney level","2010-05-06","","90","7N","332477","506646","54.450705","-3.04289","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,"Walla Crag","34B",2396,"W,B","379","1243","NY276212","NY 27687 21287","NY279209","355","24","rock by cairn","","","2012-08-15","","89 90","4S","327686","521288","54.581609","-3.120361","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,"Ling Fell","34A",2345,"3,sHu,W,B","373","1224","NY179285","NY 17961 28592","NY184282","276","97","trig point","highest point is ground 70m SSE at NY 17994 28536 (1m higher than trig point); cairn 25m SE at NY 17982 28583 is 0.5m higher than trig point","Abney level","2007-12-22","","89 90","4S","317960","528593","54.645756","-3.272853","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,"Rannerdale Knotts","34B",2372,"3,W,B","355","1165","NY167182","NY 16727 18251","NY176178","289","66","cairn","rock 2m S of cairn is actually the highest point","Abney level","2008-06-30","","89","4S","316726","518252","54.552643","-3.289032","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,"Sale Fell","34A",2345,"Hu,3,W,B","359","1178","NY194296","NY 19444 29664","NY205281","222","137","embedded rock in grass","note: cairn described by Wainwright and Birkett has been largely destroyed","Abney level","2009-11-20","","89 90","4S","319443","529665","54.655626","-3.250173","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,"Dent [Long Barrow]","34B",,"Ma,3","352","1155","NY041128","NY 04153 12898","NY044134","177","175","ground 4m NE of cairn","other undulations within 50m radius of cairn look higher but are not","Abney level","2001-10-28","","89","4S 303","304151","512899","54.502324","-3.481634","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,"Dent","34B",2504,"WO","346","1135","NY037130","NY 03756 13072","NY038130","340","6","large cairn","","","2012-08-15","Highest point is the Marilyn, hill 2504","89","4S 303","303754","513073","54.503812","-3.487819","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,"Boat How","34B",2454,"3,WO,B","337","1106","NY177034","NY 17726 03400","NY178039","258","79","single stone embedded in grass","","","2012-08-15","","89 90","6N","317725","503401","54.419372","-3.26945","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,"Loughrigg Fell","34B",,"Ma,3,W,B","335","1099","NY346051","NY 34697 05138","NY340055","163","172","rock outcrop 3m from trig point","","Abney level","2007-03-10","","90","7N","334696","505139","54.437454","-3.00834","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2508,"Black Fell","34D",2667,"Hu,3,W,B","323","1060","NY340015","NY 34022 01593","SD331986","197","126","rock 1m W trig point","rock 55m N of trig point (NY 34041 01644) is as high","Abney level","2009-11-20","","90","7N","334021","501594","54.405512","-3.017955","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,"Ponsonby Fell","34B",2368,"3,WO,B","315","1033","NY081070","NY 08198 07026","NY080074","281","34","cairn","","obvious summit","2011-03-31","","89","6N 303","308196","507027","54.450317","-3.417365","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,"Castle Crag","34B",2400,"2,W","290","951","NY249159","NY 24932 15942","NY246156","215","75","large shelter cairn on rock","","obvious summit","2013-12-03","","89 90","4S","324931","515943","54.533181","-3.161612","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,"Cold Fell","34B",2368,"2,WO","293","961","NY058091","NY 05807 09186","NY055101","210","83","no feature","","","2005-05-10","","89","4S 6N 303","305805","509187","54.469285","-3.454916","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,"Flat Fell","34B",2368,"2,WO","272","892","NY052137","NY 05250 13718","NY055140","198","74","small cairn","","obvious summit","2005-05-10","Wainwright's sketch shows the 265m spot at NY051138 from the First Series survey, but this does not appear to correspond to any topographical feature","89","4S 303","305248","513719","54.509898","-3.464963","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,"Swinside","34B",,"Ma,2","244","801","NY243224","NY 24336 22449","NY243215","92","152","no feature","","","2001-10-28","","89 90","4S","324335","522450","54.591558","-3.172497","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,"Irton Pike","34B",2454,"WO","229","751","NY120015","NY 12071 01546","NY122017","204","25","single stone","several stones within about 3m could be highest point","","2009-06-08","","89","6N","312069","501547","54.401767","-3.356024","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,"Helvellyn","34C",,"Ma,F,Hew,N, W,B,CoH","950","3117","NY342151","NY 34246 15110","NY327117","238","712","cairn near stone shelter","trig point is slightly lower","","2001-10-28","","90","5S","334245","515111","54.527001","-3.017514","E","",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2516,"Helvellyn - Lower Man","34C",2515,"N,B","925","3035","NY337155","NY 33745 15543","NY337153","907","18","cairn","note cairn 30m SE at NY 33755 15525 is lower","","2012-08-15","","90","5S","333744","515544","54.530827","-3.025352","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2517,"Nethermost Pike","34C",2515,"N,sHew,W,B","891","2923","NY343142","NY 34367 14217","NY343144","862","29","cairn","cairn 20m NW is probably lower","","2001-10-28","","90","5S","334366","514218","54.518993","-3.015446","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2518,"Catstye Cam","34C",2515,"Hew,N,W,B","890","2920","NY348158","NY 34812 15822","NY345155","827","63","cairn","","","2001-10-28","","90","5S","334811","515823","54.533472","-3.008928","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2519,"High Crag (Grisedale)","34C",2515,"B,xN","884","2900","NY343136","NY 34334 13665","NY342137","871","13","cairn","","","2009-06-08","","90","5S","334333","513666","54.514029","-3.015833","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2520,"Raise","34C",2515,"Hew,N,sHu,W, B","883","2897","NY342174","NY 34282 17415","NY338161","792","91","cairn on rock","","","2001-10-28","","90","5S","334281","517416","54.547718","-3.017473","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2521,"Fairfield","34C",,"Ma,Hew,N,W, B","873","2864","NY358117","NY 35874 11756","NY343120","574","299","cairn/shelter","several cairns and rocks up to 30m W and S may be as high","","2001-10-28","","90","5S","335873","511757","54.497072","-2.991633","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2522,"Striding Edge [High Spying How]","34C",2515,"N,sHew","863","2831","NY350149","NY 35062 14922","NY346149","835","28","rock","","","2001-10-28","","90","5S","335061","514923","54.525417","-3.004867","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2523,"White Side","34C",2515,"Hew,N,W,B","863","2831","NY337166","NY 33781 16665","NY339168","821","42","windshelter","","","2001-10-28","","90","5S","333780","516666","54.540913","-3.025048","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2524,"Dollywaggon Pike","34C",2515,"Hew,N,W,B","858","2815","NY346130","NY 34627 13067","NY343133","808","50","cairn","rock 7m W may be as high; cairn 30m SW at NY 34601 13046 is lower","","2001-10-28","","90","5S","334626","513068","54.508693","-3.011175","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2525,"Great Dodd","34C",2515,"Hu,Hew,N,W, B","857","2812","NY342205","NY 34203 20528","NY342181","748","109","no feature: ground 30m SSE of cairn","ground is 20cm higher than cairn at NY 34195 20557 and equal in height with ground 30m SE at NY 34228 20506","Abney level","2009-11-20","B&L give position of main cairn NY342204","90","5S","334202","520529","54.57568","-3.019392","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2526,"Stybarrow Dodd","34C",2515,"Hew,N,W,B","843","2766","NY343189","NY 34309 18911","NY340193","775","68","no feature: ground 15m SE of cairn at  NY 34296 18923","ground is 20cm higher than cairn","Abney level","2001-10-28","","90","5S","334308","518912","54.561164","-3.017391","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2527,"St Sunday Crag","34C",,"Ma,Hew,N,W, B","841","2759","NY369133","NY 36918 13398","NY360125","682","159","rock 2m N of cairn","","","2001-10-28","","90","5S","336917","513399","54.511958","-2.975868","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2528,"High Street","34C",,"Ma,Hew,N,W, B","828","2717","NY440110","NY 44077 11048","NY401082","455","373","trig point","","","2001-10-28","","90","5S","344076","511049","54.491682","-2.864859","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2529,"Hart Crag","34C",2521,"Hew,N,W,B","822","2697","NY369112","NY 36904 11206","NY366114","774","48","cairn","this is SE cairn; cairn 100m NW at NY 36820 11265 is slightly lower","","2001-10-28","","90","5S","336903","511207","54.492259","-2.975615","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2530,"High Raise (High Street)","34C",2528,"Hew,N,W,B","802","2631","NY448134","NY 44824 13452","NY439121","714","88","cairn","","obvious summit","2009-06-08","","90","5S","344823","513453","54.513367","-2.853779","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2531,"Green Side [White Stones - Green Side]","34C",2515,"Hew,N,B","795","2608","NY352187","NY 35273 18750","NY 3485 1871","765","30","2nd most westerly of 4 cairns","note cairns also at NY 35361 18753 (East) and NY 35229 18734 (West)","Abney level","2009-06-08","","90","5S","335272","518751","54.559842","-3.00245","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2532,"Rampsgill Head","34C",2528,"Hew,N,W,B","792","2598","NY443128","NY 44333 12871","NY445130","751","41","NE cairn built around rock","Wainwright's cairn is 145m SW at NY 44227 12772 and is lower; rock 80m SW at NY 44293 12799 may be as high","","2012-09-02","","90","5S","344332","512872","54.508092","-2.861252","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2533,"Dove Crag","34C",2521,"Hew,N,W,B","792","2598","NY374104","NY 37457 10435","NY370108","742","50","cairn","rock 15m N at NY 37458 10451 is slightly higher than edge of cairn but higher ground may exist under cairn","Abney level","2001-10-28","","90","5S 7N","337456","510436","54.4854","-2.966915","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2534,"Watson's Dodd","34C",2515,"W,B","789","2589","NY335195","NY 33568 19562","NY 3382 1969","778","11","cairn","","obvious summit","2012-03-28","","90","5S","333567","519563","54.566917","-3.028995","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,"Thornthwaite Crag","34C",2528,"Hew,N,W,B","784","2572","NY431100","NY 43150 10049","NY435100","753","31","rock 45m N of beacon","beacon (Wainwright/Birkett) 45m S at NY 43138 10008 is probably slightly lower","","2001-10-28","","90","5S 7N","343149","510050","54.482602","-2.878976","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2536,"Kidsty Pike","34C",2528,"N,W,B","780","2559","NY447125","NY 44737 12579","NY446126","765","15","cairn","","obvious summit","2001-10-28","","90","5S","344736","512580","54.505513","-2.854959","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,"Harter Fell (Mardale)","34C",2528,"Hu,Hew,N,sMa, W,B","778.9","2555","NY459093","NY 45970 09326","NY 45235 09592","629.7","149.2","cairn","cairn is built on largely hidden small outcrop of rock","Leica NA730/530","2012-01-01","","90","5S 7N","345969","509327","54.476414","-2.835323","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
